"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0022404","molting cycle process","9/288","99/18986",0.0909090909090909,5.99305555555556,6.18167932590627,1.97039704528352e-05,0.0012679859415008,0.00103934523504544,"INHBA/CDH3/SNAI1/SHH/FOXQ1/IGFBP5/KRT17/MSX2/LGR5",9
"BP","GO:0022405","hair cycle process","9/288","99/18986",0.0909090909090909,5.99305555555556,6.18167932590627,1.97039704528352e-05,0.0012679859415008,0.00103934523504544,"INHBA/CDH3/SNAI1/SHH/FOXQ1/IGFBP5/KRT17/MSX2/LGR5",9
"BP","GO:0000280","nuclear division","20/288","451/18986",0.0443458980044346,2.92344173441734,5.13068057998394,1.99141138727996e-05,0.0012679859415008,0.00103934523504544,"ANLN/UHRF1/MZT1/TRIP13/CKS2/IL1B/TPX2/CDC25B/SKA3/CDCA5/UBE2S/PKMYT1/UBE2C/SPHK1/MYBL2/CDK1/MAD2L1/AURKA/MSX2/EREG",20
"BP","GO:0009410","response to xenobiotic stimulus","20/288","451/18986",0.0443458980044346,2.92344173441734,5.13068057998394,1.99141138727996e-05,0.0012679859415008,0.00103934523504544,"COL1A1/CDH3/CCND1/PDX1/CTPS1/E2F1/SLC29A1/MYC/IL1B/MMP7/DPEP1/ITGA2/FOSL1/COL18A1/SMOX/CDK1/CCNO/CA9/NNMT/CYP2W1",20
"BP","GO:0044703","multi-organism reproductive process","13/288","210/18986",0.0619047619047619,4.08098544973545,5.57187959860432,2.03684211718772e-05,0.00127375376685561,0.00104407301758852,"TEAD4/STC2/STC1/SPP1/TIMP1/IL1B/ITGA2/FOSL1/IGFBP7/IGFBP5/SERPINE2/ITGA5/MMP9",13
"BP","GO:0071229","cellular response to acid chemical","9/288","100/18986",0.09,5.933125,6.13841285049017,2.13688404358483e-05,0.00131287156502352,0.00107613717208787,"COL4A1/MMP3/COL1A1/COL5A2/COL1A2/GRIN2D/SLC7A5/CEBPB/COL3A1",9
"BP","GO:0006959","humoral immune response","16/288","310/18986",0.0516129032258065,3.40250896057348,5.29307316636545,2.24242833144228e-05,0.00135396276150187,0.00110981888563396,"IL1B/IL6/MMP7/SPON2/CXCL2/REG1A/TREM1/CXCL3/S100A9/CXCL5/CXCL10/CXCL1/CXCL11/C2/CFI/CFB",16
"BP","GO:0031960","response to corticosteroid","11/288","156/18986",0.0705128205128205,4.64845975783476,5.67872275831882,2.68821589438702e-05,0.00159179625483086,0.0013047667158387,"CLDN1/INHBA/PDX1/STC1/IL6/ANXA3/FOSL1/IGFBP7/DDIT4/IL1RN/AREG",11
"BP","GO:0052548","regulation of endopeptidase activity","14/288","248/18986",0.0564516129032258,3.72149417562724,5.35396588046192,2.75332344334184e-05,0.00159179625483086,0.0013047667158387,"SERPINH1/PMAIP1/PRR7/TIMP1/MYC/DPEP1/S100A8/SERPINE2/S100A9/SERPINE1/IFI6/EFNA3/SERPINB5/MMP9",14
"BP","GO:0043200","response to amino acid","10/288","129/18986",0.0775193798449612,5.11035745047373,5.81355938003591,2.77268907894582e-05,0.00159179625483086,0.0013047667158387,"COL4A1/MMP3/COL1A1/COL5A2/COL1A2/GRIN2D/SLC7A5/PDX1/CEBPB/COL3A1",10
