"gene","module","MM","GS","absMM","absGS"
"FRMD1","blue",0.843621715895173,-0.67347182861324,0.843621715895173,0.67347182861324
"SLC6A7","blue",0.843103014719666,-0.673044664352612,0.843103014719666,0.673044664352612
"PLS1","blue",0.84300047801528,-0.503922773656929,0.84300047801528,0.503922773656929
"LOC389023","blue",0.842920066347013,-0.678378009996844,0.842920066347013,0.678378009996844
"TJP3","blue",0.842694784197112,-0.575180888417928,0.842694784197112,0.575180888417928
"ERN2","blue",0.842617392946084,-0.561124569923749,0.842617392946084,0.561124569923749
"TMEM45B","blue",0.841767614386736,-0.558066238174073,0.841767614386736,0.558066238174073
"NBEAL1","blue",0.841766770698974,-0.656865783547143,0.841766770698974,0.656865783547143
"PRKACB","blue",0.841090965464182,-0.671207507613594,0.841090965464182,0.671207507613594
"NMNAT1","blue",0.840987942879065,-0.681305639256144,0.840987942879065,0.681305639256144
